transaction_id,Month_Name,Product_Category,Product_Sub_Category,Qty,Rate,Amount,Tax,Delivery_chrgs,Payment_mode,Store_type,Reviews,CustID,Gender,Marital_status,Education,Profession,Income,City_Name,Return
33954894972,January,Clothing,Women,2,486,972,102.06,50,Mobile Payments,e-Shop,5,16450,M,Married,Graduation,Self Employed,91904,Hyderabad,0
33974773505,January,Home and kitchen,Furnishing,1,254,254,26.67,,Mobile Payments,e-Shop,5,3637,M,Married,PhD,Others,93528,Bangalore,0
34008363909,January,Footwear,Mens,1,1345,1345,141.225,,Cash,MBR,4,12890,F,Married,Graduation,Salaried,105368,Ahmedabad,0
34076781019,January,Footwear,Kids,2,405,810,85.05,50,Mobile Payments,TeleShop,1,16486,M,Married,PhD,Self Employed,51480,Hyderabad,0
34149132765,January,Electronics,Computers,2,672,1344,141.12,,Cash,Flagship store,4,13654,F,Not Married,PhD,Salaried,60111,Ahmedabad,0
34199782246,January,Bags,Women,2,801,1602,168.21,90,Mobile Payments,TeleShop,4,3539,M,Married,PhD,Self Employed,7622,Kolkata,0
34201908004,January,Clothing,Mens,2,918,1836,192.78,90,Mobile Payments,e-Shop,4,468,F,Married,PhD,Self Employed,15658,Hyderabad,0
34224495171,January,Clothing,Women,1,1248,3744,393.12,200,Credit Card,e-Shop,1,12044,F,Married,PhD,Others,77236,Kolkata,1
34279869822,January,Home and kitchen,Furnishing,2,1024,2048,215.04,,Credit Card,Flagship store,4,5608,M,Not Married,Graduation,Self Employed,7711,Mumbai,0
34340926624,January,Home and kitchen,Tools,1,166,166,17.43,,Mobile Payments,Flagship store,5,8169,F,Married,Graduation,Others,70835,Ahmedabad,0
34360043512,January,Footwear,Mens,1,1046,1046,109.83,50,Mobile Payments,e-Shop,5,18354,M,Not Married,Others,Others,17197,Kolkata,0
34438962917,January,Bags,Women,2,669,1338,140.49,50,Mobile Payments,e-Shop,5,13304,M,Not Married,Graduation,Others,107382,Pune,0
34490189973,January,Books,DIY,5,1193,3579,375.795,200,Debit Card,TeleShop,1,15070,M,Married,Graduation,Others,91429,Vishakhapatnam,1
34530200481,January,Home and kitchen,Tools,5,73,365,38.325,,Mobile Payments,e-Shop,4,10831,F,Married,Others,Self Employed,70468,Pune,0
34562152707,January,Books,Academic,1,1317,1317,138.285,,Cash,MBR,1,4428,M,Married,Master,Salaried,53750,Kolkata,0
34584760666,January,Bags,Women,1,769,769,80.745,50,Mobile Payments,TeleShop,5,16632,M,Not Married,Graduation,Self Employed,30535,Mumbai,0
34629693730,January,Footwear,Women,5,969,4845,508.725,250,Credit Card,TeleShop,4,12164,F,Married,Others,Others,60891,Vishakhapatnam,0
34634609822,January,Clothing,Women,3,810,2430,255.15,90,Debit Card,TeleShop,1,14549,F,Not Married,PhD,Self Employed,9326,Chennai,0
34640671033,January,Footwear,Mens,2,666,1332,139.86,,Mobile Payments,MBR,5,12157,F,Married,Others,Salaried,26115,Mumbai,0
34655623710,January,Footwear,Women,4,1475,5900,619.5,,Credit Card,Flagship store,5,764,F,Not Married,Basic,Others,65368,Hyderabad,0
34666890665,January,Home and kitchen,Kitchen,5,869,4345,456.225,200,Debit Card,e-Shop,5,11394,M,Not Married,Master,Self Employed,13233,Chennai,0
34694014374,January,Bags,Women,2,781,1562,164.01,,Mobile Payments,Flagship store,5,11107,M,Married,Basic,Salaried,60949,Pune,0
34807753571,January,Clothing,Mens,1,421,421,44.205,,Mobile Payments,TeleShop,2,6354,M,Married,Master,Self Employed,100374,New Delhi ,0
34817961339,January,Clothing,Women,4,818,3272,343.56,140,Credit Card,e-Shop,2,3314,M,Not Married,Master,Self Employed,89695,Pune,1
34826120734,January,Books,Non-Fiction,1,1327,1327,139.335,,Mobile Payments,Flagship store,3,17281,M,Married,Graduation,Salaried,87531,Mumbai,0
34900478457,January,Footwear,Kids,1,936,936,98.28,50,Mobile Payments,e-Shop,5,153,M,Married,Master,Others,27955,Bangalore,0
34960352432,January,Home and kitchen,Bath,1,170,170,17.85,,Mobile Payments,e-Shop,5,16394,M,Not Married,Master,Others,48065,Mumbai,0
35061312450,January,Footwear,Mens,1,1271,1271,133.455,,Cash,MBR,5,13379,M,Not Married,Master,Self Employed,82669,Mumbai,0
35086417483,January,Home and kitchen,Bath,4,1335,5340,560.7,,Debit Card,MBR,1,3049,M,Married,Master,Salaried,44601,Hyderabad,1
35104335680,January,Clothing,Mens,2,1001,5005,525.525,,Debit Card,Flagship store,1,10974,M,Married,PhD,Salaried,140255,Bangalore,1
35197032510,January,Bags,Mens,4,863,3452,362.46,140,Credit Card,e-Shop,5,10762,F,Married,Others,Salaried,62734,Chennai,0
35250843051,January,Bags,Mens,5,1320,1320,138.6,50,Mobile Payments,TeleShop,2,3410,M,Married,PhD,Self Employed,102459,Chennai,1
35254362148,January,Books,Academic,4,330,1320,138.6,,Cash,MBR,4,4290,M,Not Married,Basic,Salaried,25722,Pune,0
35367845543,January,Bags,Mens,2,898,1796,188.58,90,Mobile Payments,e-Shop,5,15241,F,Married,PhD,Self Employed,78666,New Delhi ,0
35424259083,January,Clothing,Mens,3,801,2403,252.315,,Debit Card,MBR,1,15648,F,Not Married,PhD,Salaried,58043,Kolkata,0
35447997109,January,Bags,Mens,2,955,1910,200.55,90,Mobile Payments,e-Shop,1,17635,M,Not Married,Master,Others,58350,Kolkata,0
35519580667,January,Books,Academic,5,461,2305,242.025,90,Debit Card,e-Shop,5,5030,M,Married,Graduation,Others,37871,Ahmedabad,0
35526434599,January,Home and kitchen,Furnishing,2,1308,2616,274.68,140,Credit Card,e-Shop,5,5265,F,Married,Master,Self Employed,35066,New Delhi ,0
35538797655,January,Footwear,Kids,2,1254,3762,395.01,,Debit Card,MBR,2,7559,F,Not Married,Master,Self Employed,87785,Mumbai,1
35589805855,January,Bags,Women,5,515,2060,216.3,90,Credit Card,TeleShop,1,11206,M,Not Married,Master,Others,60016,Gurgaon,1
35597659928,January,Electronics,Computers,1,1312,1312,137.76,50,Mobile Payments,e-Shop,5,17507,F,Married,Master,Others,122706,Hyderabad,0
35730311655,January,Electronics,Computers,5,465,1860,195.3,90,Mobile Payments,e-Shop,1,14036,M,Married,Master,Self Employed,78925,New Delhi ,1
35775731627,January,Clothing,Women,3,907,2721,285.705,140,Debit Card,e-Shop,5,9176,M,Married,Master,Others,98733,Mumbai,0
35796049690,January,Footwear,Kids,3,436,1308,137.34,50,Mobile Payments,e-Shop,4,13843,M,Not Married,Master,Self Employed,89872,Vishakhapatnam,0
35806050204,January,Footwear,Mens,2,1271,2542,266.91,140,Credit Card,e-Shop,4,13867,M,Not Married,Master,Salaried,112636,Bangalore,0
35847977980,January,Footwear,Women,5,410,1640,172.2,90,Mobile Payments,e-Shop,1,11576,M,Not Married,Graduation,Self Employed,32224,Ahmedabad,1
35924970988,January,Footwear,Women,5,261,1305,137.025,,Mobile Payments,Flagship store,4,9748,M,Married,Basic,Others,93493,Gurgaon,0
35964342169,January,Bags,Women,4,642,2568,269.64,140,Debit Card,TeleShop,4,11439,M,Married,Graduation,Others,21692,Kolkata,0
35974878777,January,Home and kitchen,Kitchen,5,651,1302,136.71,,Mobile Payments,Flagship store,5,12672,M,Married,Graduation,Others,125368,Pune,1
35996971779,January,Footwear,Kids,1,1219,1219,127.995,,Cash,MBR,5,12482,M,Not Married,Graduation,Self Employed,60864,Ahmedabad,0
36002462796,January,Books,DIY,2,768,1536,161.28,,Mobile Payments,Flagship store,4,13123,M,Not Married,Graduation,Self Employed,30282,Vishakhapatnam,0
36007811198,January,Clothing,Women,1,1408,1408,147.84,50,Mobile Payments,e-Shop,4,18109,F,Married,Others,Self Employed,83770,Gurgaon,0
36201034909,January,Footwear,Kids,3,478,1434,150.57,50,Mobile Payments,TeleShop,3,11025,M,Married,Others,Self Employed,18639,Hyderabad,0
36226173584,January,Home and kitchen,Tools,5,479,2395,251.475,90,Debit Card,TeleShop,5,17389,M,Not Married,Graduation,Self Employed,8708,Bangalore,0
36227696437,January,Footwear,Women,2,1321,2642,277.41,140,Credit Card,TeleShop,5,14380,F,Married,Graduation,Salaried,16058,Pune,0
36314665853,January,Bags,Mens,5,1304,6520,684.6,,Debit Card,MBR,2,92,F,Married,Graduation,Self Employed,99980,New Delhi ,1
36335050440,January,Books,Academic,5,1023,5115,537.075,250,Credit Card,e-Shop,4,1490,M,Not Married,Graduation,Self Employed,99954,Pune,0
36374366526,January,Electronics,Personal Appliances,5,95,475,49.875,,Mobile Payments,e-Shop,1,17109,M,Married,Graduation,Salaried,26327,Vishakhapatnam,0
36494794307,January,Footwear,Kids,5,1029,5145,540.225,,Credit Card,Flagship store,1,5066,M,Married,Graduation,Self Employed,17847,Mumbai,0
36514040706,January,Footwear,Kids,3,1165,3495,366.975,140,Debit Card,e-Shop,4,5455,M,Married,Graduation,Salaried,95760,Ahmedabad,0
36568834140,January,Books,Non-Fiction,4,1076,5380,564.9,250,Debit Card,TeleShop,1,5933,M,Married,Master,Salaried,42768,Hyderabad,1
36605332391,January,Bags,Women,4,1431,5724,601.02,250,Debit Card,e-Shop,1,2663,F,Married,Others,Self Employed,96879,Gurgaon,1
36731463883,January,Footwear,Mens,4,1043,4172,438.06,200,Debit Card,e-Shop,4,14804,M,Not Married,Others,Self Employed,45857,Hyderabad,0
36807187754,January,Books,DIY,5,713,3565,374.325,200,Debit Card,e-Shop,5,7612,M,Not Married,Others,Others,39907,New Delhi ,0
36910325287,January,Footwear,Kids,1,469,469,49.245,,Mobile Payments,e-Shop,5,13531,M,Not Married,Others,Salaried,80154,Hyderabad,0
36956954883,January,Footwear,Mens,1,374,374,39.27,,Mobile Payments,e-Shop,4,17700,F,Married,Others,Self Employed,89342,Ahmedabad,0
36983837902,January,Clothing,Women,3,428,1284,134.82,50,Mobile Payments,e-Shop,5,6547,F,Not Married,Others,Salaried,113598,Gurgaon,0
36997591693,January,Books,Academic,2,642,1284,134.82,50,Mobile Payments,TeleShop,5,5487,F,Married,Others,Others,35591,Hyderabad,0
37053723982,January,Footwear,Women,3,1021,3063,321.615,,Credit Card,Flagship store,4,9767,M,Not Married,Others,Salaried,47527,Bangalore,0
37136581569,January,Footwear,Women,2,639,1278,134.19,,Mobile Payments,MBR,1,14029,F,Not Married,Basic,Salaried,143572,Kolkata,0
37138402341,January,Footwear,Women,1,1306,1306,137.13,,Mobile Payments,MBR,5,12313,M,Not Married,Others,Others,22507,Kolkata,0
37148079131,January,Footwear,Women,3,102,306,32.13,,Mobile Payments,e-Shop,5,11129,F,Not Married,Master,Salaried,57207,New Delhi ,0
37160466208,January,Bags,Women,5,82,328,34.44,,Mobile Payments,e-Shop,1,11143,M,Married,Others,Others,96879,Gurgaon,1
37193313716,January,Home and kitchen,Bath,4,1052,4208,441.84,200,Credit Card,TeleShop,5,16841,F,Married,Graduation,Salaried,38807,Hyderabad,0
37224632962,January,Footwear,Women,1,203,203,21.315,,Mobile Payments,e-Shop,5,18571,M,Married,Graduation,Salaried,145205,New Delhi ,0
37298551705,January,Home and kitchen,Furnishing,3,425,1275,133.875,50,Mobile Payments,e-Shop,5,1641,F,Not Married,Basic,Self Employed,41162,New Delhi ,0
37299117162,January,Bags,Mens,5,255,1275,133.875,50,Mobile Payments,e-Shop,4,3369,F,Not Married,Others,Salaried,18398,Hyderabad,0
37333728639,January,Clothing,Mens,5,399,1995,209.475,90,Debit Card,e-Shop,5,2520,M,Not Married,PhD,Self Employed,8730,Pune,0
37412347662,January,Clothing,Mens,4,560,2240,235.2,,Debit Card,Flagship store,5,4194,M,Not Married,Others,Self Employed,110152,Kolkata,0
37463585958,January,Bags,Mens,3,526,1578,165.69,90,Mobile Payments,TeleShop,5,15644,F,Not Married,PhD,Others,37601,New Delhi ,0
37482509033,January,Books,Academic,2,983,1966,206.43,,Debit Card,MBR,5,14813,F,Not Married,Basic,Salaried,48797,Vishakhapatnam,0
37500259394,January,Footwear,Women,5,1019,2038,213.99,,Credit Card,Flagship store,3,16752,M,Married,Graduation,Salaried,125846,Ahmedabad,1
37501810597,January,Home and kitchen,Kitchen,5,73,365,38.325,,Mobile Payments,Flagship store,3,2498,M,Not Married,Master,Others,86942,Hyderabad,0
37550766365,January,Bags,Mens,3,1125,3375,354.375,140,Debit Card,e-Shop,5,9764,M,Not Married,Basic,Others,129900,Kolkata,0
37592765856,January,Footwear,Mens,1,398,398,41.79,,Mobile Payments,e-Shop,2,326,F,Married,Master,Others,70582,Mumbai,0
37624135377,January,Footwear,Women,5,253,1265,132.825,50,Mobile Payments,e-Shop,4,5676,F,Married,Graduation,Self Employed,107732,Bangalore,0
37697176687,January,Bags,Women,3,1480,4440,466.2,,Debit Card,Flagship store,5,13161,M,Not Married,Graduation,Others,100046,Vishakhapatnam,0
37703830555,January,Bags,Mens,5,253,1265,132.825,50,Mobile Payments,e-Shop,5,6529,M,Not Married,Graduation,Salaried,118065,Vishakhapatnam,0
37725436293,January,Books,DIY,5,1250,6250,656.25,,Credit Card,Flagship store,1,6497,M,Not Married,Basic,Salaried,153118,Ahmedabad,1
37782911224,January,Footwear,Women,3,1440,4320,453.6,,Credit Card,MBR,5,9937,F,Married,Graduation,Others,115247,New Delhi ,0
37900856424,January,Clothing,Mens,4,1224,4896,514.08,,Debit Card,MBR,5,9153,F,Married,Graduation,Self Employed,35156,Gurgaon,0
37989913782,January,Books,DIY,4,153,612,64.26,50,Mobile Payments,e-Shop,5,3340,M,Not Married,Graduation,Salaried,18670,Ahmedabad,0
38116528905,January,Home and kitchen,Kitchen,5,629,1258,132.09,50,Mobile Payments,e-Shop,2,8930,F,Married,Graduation,Self Employed,79908,New Delhi ,1
38234512428,January,Clothing,Women,4,314,1256,131.88,,Cash,MBR,5,12975,F,Not Married,Graduation,Salaried,50957,Bangalore,0
38256699296,January,Electronics,Mobiles,4,1433,5732,601.86,250,Debit Card,e-Shop,4,14166,M,Married,Graduation,Self Employed,49351,Kolkata,0
38344096934,January,Clothing,Mens,2,885,1770,185.85,90,Mobile Payments,e-Shop,5,10969,M,Not Married,Graduation,Salaried,24830,Ahmedabad,0
38495944587,January,Footwear,Women,5,1057,5285,554.925,,Credit Card,MBR,5,12536,F,Not Married,Graduation,Others,47450,Vishakhapatnam,0
38508720507,January,Electronics,Cameras,4,1460,4380,459.9,,Debit Card,Flagship store,1,7478,F,Married,PhD,Others,89040,Mumbai,1
38555542810,January,Clothing,Mens,2,189,378,39.69,,Mobile Payments,e-Shop,5,15305,F,Not Married,Others,Self Employed,72371,Gurgaon,0
38589954487,January,Clothing,Women,5,990,4950,519.75,250,Debit Card,e-Shop,5,7547,M,Married,Others,Self Employed,13879,Vishakhapatnam,0
38689615979,January,Electronics,Audio and video,1,241,241,25.305,,Mobile Payments,e-Shop,5,2549,F,Not Married,Others,Self Employed,43698,Gurgaon,0
38702596038,January,Electronics,Personal Appliances,5,815,4075,427.875,200,Debit Card,e-Shop,4,16460,M,Not Married,Basic,Others,78968,Vishakhapatnam,0
38704044406,January,Footwear,Mens,1,680,680,71.4,50,Mobile Payments,e-Shop,5,1646,M,Married,Graduation,Self Employed,144733,Hyderabad,0
38729502454,January,Clothing,Women,1,1384,1384,145.32,50,Mobile Payments,e-Shop,5,5573,F,Married,Graduation,Others,67041,Chennai,0
38832865340,January,Footwear,Women,1,560,560,58.8,50,Mobile Payments,e-Shop,5,5809,M,Not Married,Graduation,Self Employed,109388,Mumbai,0
38852817882,January,Home and kitchen,Bath,5,250,1250,131.25,50,Mobile Payments,e-Shop,2,18759,M,Not Married,Basic,Self Employed,66349,Pune,0
38874207965,January,Books,Fiction,2,1024,2048,215.04,90,Debit Card,e-Shop,4,7149,F,Married,PhD,Self Employed,21092,Hyderabad,0
38879595417,January,Footwear,Women,5,664,3320,348.6,,Debit Card,MBR,1,18191,M,Married,Basic,Others,96702,Mumbai,1
38910732597,January,Bags,Mens,1,610,610,64.05,,Cash,MBR,3,14880,M,Not Married,Basic,Self Employed,72154,Chennai,0
38986600536,January,Electronics,Personal Appliances,2,1341,2682,281.61,140,Debit Card,e-Shop,4,6101,M,Not Married,Master,Others,90015,Chennai,0
39146962154,January,Home and kitchen,Bath,5,249,1245,130.725,,Cash,Flagship store,5,14720,M,Married,Basic,Others,125457,Gurgaon,0
39155855271,January,Clothing,Mens,4,1253,5012,526.26,250,Debit Card,TeleShop,5,14590,M,Not Married,Master,Others,46602,Ahmedabad,0
39211701181,January,Footwear,Kids,5,152,760,79.8,50,Mobile Payments,e-Shop,4,9187,F,Not Married,PhD,Salaried,53806,Mumbai,0
39218854635,January,Clothing,Mens,2,1433,2866,300.93,140,Debit Card,TeleShop,4,13900,M,Not Married,PhD,Others,91093,Mumbai,0
39286855809,January,Clothing,Mens,5,248,1240,130.2,,Cash,MBR,4,7225,M,Married,Graduation,Salaried,125759,Kolkata,0
39560728499,January,Home and kitchen,Bath,1,1219,1219,127.995,,Mobile Payments,Flagship store,2,7869,F,Married,Basic,Salaried,34565,Hyderabad,0
39579153735,January,Footwear,Kids,2,1362,2724,286.02,,Debit Card,Flagship store,1,532,M,Married,Others,Salaried,27858,Chennai,0
39627669755,January,Clothing,Women,5,390,1950,204.75,,Mobile Payments,MBR,5,8509,M,Not Married,Basic,Others,110767,Gurgaon,0
39666063873,January,Electronics,Audio and video,4,516,2064,216.72,90,Debit Card,TeleShop,4,7851,F,Married,Basic,Self Employed,66734,Vishakhapatnam,0
39737254095,January,Home and kitchen,Kitchen,1,1233,1233,129.465,50,Mobile Payments,e-Shop,4,15330,M,Married,Basic,Salaried,57242,New Delhi ,0
39911702084,January,Footwear,Women,1,1064,1064,111.72,50,Mobile Payments,e-Shop,5,14495,M,Married,Others,Self Employed,79752,Pune,0
40018339914,January,Footwear,Mens,5,1332,6660,699.3,250,Credit Card,e-Shop,4,11190,F,Married,Others,Self Employed,79755,Vishakhapatnam,0
40085850040,January,Home and kitchen,Kitchen,5,343,1029,108.045,50,Mobile Payments,TeleShop,1,11070,M,Not Married,Others,Salaried,143864,Mumbai,1
40148114022,January,Home and kitchen,Bath,2,560,560,58.8,50,Mobile Payments,e-Shop,1,2322,F,Married,Others,Self Employed,108067,Pune,1
40149315495,January,Bags,Women,1,972,972,102.06,50,Mobile Payments,TeleShop,4,1130,M,Not Married,Others,Others,80509,Gurgaon,0
40204590320,January,Books,Fiction,4,931,3724,391.02,200,Debit Card,e-Shop,1,18094,M,Not Married,Others,Others,114376,Chennai,0
40296563347,January,Books,DIY,1,1222,1222,128.31,,Mobile Payments,Flagship store,5,11782,F,Married,Basic,Salaried,94019,Bangalore,0
40328301316,January,Clothing,Mens,4,91,364,38.22,,Mobile Payments,MBR,5,6268,M,Not Married,Basic,Self Employed,34043,New Delhi ,0
40381437305,January,Footwear,Kids,2,1374,2748,288.54,140,Debit Card,e-Shop,5,6867,F,Married,Graduation,Others,79635,Gurgaon,0
40383071078,January,Clothing,Mens,3,991,2973,312.165,140,Debit Card,e-Shop,5,14826,F,Not Married,PhD,Salaried,86709,Kolkata,0
40429129896,January,Footwear,Women,2,1149,2298,241.29,,Credit Card,MBR,1,8309,M,Not Married,Basic,Salaried,84211,Hyderabad,0
40439389002,January,Footwear,Women,5,1305,6525,685.125,,Debit Card,MBR,2,16007,F,Married,Basic,Others,147432,New Delhi ,1
40514535019,January,Bags,Mens,4,1090,4360,457.8,200,Debit Card,TeleShop,5,2538,F,Married,Graduation,Self Employed,26112,Pune,0
40532539060,January,Footwear,Women,5,584,2920,306.6,140,Debit Card,e-Shop,5,7044,M,Married,Graduation,Others,23466,Kolkata,0
40573881381,January,Footwear,Women,1,1120,1120,117.6,,Mobile Payments,Flagship store,5,10373,F,Married,Graduation,Self Employed,53900,Chennai,0
40709603479,January,Books,Academic,4,92,368,38.64,,Mobile Payments,e-Shop,4,4399,M,Married,Graduation,Others,21140,Vishakhapatnam,0
40746409420,January,Electronics,Mobiles,2,603,1206,126.63,50,Mobile Payments,e-Shop,5,7304,M,Not Married,Graduation,Others,128102,Pune,0
40803908141,January,Clothing,Mens,4,1437,5748,603.54,250,Credit Card,e-Shop,5,11542,M,Not Married,Others,Self Employed,86607,New Delhi ,0
40833390419,January,Bags,Mens,2,1126,2252,236.46,90,Debit Card,TeleShop,4,18843,F,Married,Master,Salaried,27690,Bangalore,0
40893803228,January,Home and kitchen,Furnishing,3,1077,3231,339.255,140,Debit Card,e-Shop,5,2086,F,Married,Others,Salaried,91457,Gurgaon,0
40932345719,January,Clothing,Mens,4,793,3172,333.06,140,Debit Card,TeleShop,5,15006,F,Not Married,Master,Self Employed,16528,Bangalore,0
41081680000,January,Footwear,Mens,5,251,1255,131.775,50,Mobile Payments,e-Shop,4,12595,F,Not Married,Others,Others,32373,Pune,0
41131578212,January,Footwear,Mens,5,381,1905,200.025,90,Mobile Payments,e-Shop,5,14830,M,Married,Others,Self Employed,12725,New Delhi ,0
41158801039,January,Footwear,Kids,5,766,3830,402.15,200,Debit Card,TeleShop,5,11937,M,Married,Others,Salaried,65965,Ahmedabad,0
41176276797,January,Books,Academic,5,642,3210,337.05,140,Debit Card,e-Shop,5,7153,M,Married,Master,Others,96550,Vishakhapatnam,0
41222364469,January,Home and kitchen,Kitchen,4,911,911,95.655,50,Mobile Payments,TeleShop,1,18398,M,Not Married,Master,Self Employed,108822,Mumbai,1
41336259993,January,Home and kitchen,Furnishing,3,527,1581,166.005,90,Mobile Payments,e-Shop,5,6681,M,Married,Master,Self Employed,88641,Mumbai,0
41389602751,January,Books,Fiction,2,949,1898,199.29,90,Mobile Payments,e-Shop,5,8474,F,Not Married,Basic,Salaried,82424,Chennai,0
41395552384,January,Home and kitchen,Furnishing,4,1254,1254,131.67,50,Mobile Payments,e-Shop,2,14093,M,Married,Graduation,Self Employed,128990,Gurgaon,1
41399935190,January,Bags,Mens,4,977,3908,410.34,200,Debit Card,e-Shop,5,13086,M,Not Married,Master,Others,21276,Gurgaon,0
41423884685,January,Footwear,Kids,3,810,2430,255.15,90,Debit Card,TeleShop,1,14158,M,Not Married,Graduation,Self Employed,74567,Hyderabad,0
41432380632,January,Footwear,Mens,3,1344,4032,423.36,200,Debit Card,e-Shop,1,9594,F,Not Married,Master,Self Employed,56455,Pune,0
41491143412,January,Clothing,Mens,1,1429,1429,150.045,,Cash,Flagship store,4,17452,F,Married,Master,Self Employed,96752,Pune,0
41501757047,January,Home and kitchen,Tools,2,866,1732,181.86,,Mobile Payments,Flagship store,4,7004,M,Not Married,Graduation,Self Employed,63728,New Delhi ,0
41549919765,January,Books,DIY,3,399,1197,125.685,,Mobile Payments,MBR,4,11689,M,Not Married,Others,Others,108769,Chennai,0
41569104774,January,Home and kitchen,Kitchen,5,688,3440,361.2,140,Debit Card,TeleShop,5,8645,M,Not Married,Others,Others,108997,Kolkata,0
41573392117,January,Home and kitchen,Bath,5,1261,6305,662.025,250,Credit Card,e-Shop,5,1966,M,Married,Others,Self Employed,106061,Chennai,0
41585811254,January,Home and kitchen,Kitchen,1,1196,1196,125.58,,Mobile Payments,Flagship store,5,16598,F,Not Married,Others,Salaried,14694,Mumbai,0
41597338201,January,Books,Academic,4,1308,5232,549.36,250,Credit Card,TeleShop,4,11541,F,Married,Others,Others,48039,New Delhi ,0
41690548911,January,Electronics,Personal Appliances,5,239,1195,125.475,,Cash,Flagship store,5,8675,F,Not Married,Others,Self Employed,99038,Vishakhapatnam,0
41744406949,January,Electronics,Audio and video,1,1192,1192,125.16,50,Mobile Payments,TeleShop,5,13246,F,Married,Others,Salaried,110837,Kolkata,0
41774790180,January,Footwear,Mens,1,484,484,50.82,,Cash,MBR,5,13682,F,Married,Others,Self Employed,46963,Bangalore,0
41793665212,January,Electronics,Audio and video,4,1426,5704,598.92,250,Credit Card,e-Shop,4,10253,F,Not Married,Basic,Self Employed,93858,Kolkata,0
41805547900,January,Books,Academic,1,1191,1191,125.055,,Cash,Flagship store,5,2684,M,Married,PhD,Self Employed,62691,Ahmedabad,0
41831765819,January,Electronics,Personal Appliances,4,946,3784,397.32,,Debit Card,MBR,2,9666,F,Married,Master,Others,80394,Kolkata,0
41901986246,January,Footwear,Women,2,1122,2244,235.62,,Credit Card,MBR,4,2857,F,Married,Master,Salaried,118214,Hyderabad,0
41925796707,January,Home and kitchen,Kitchen,5,615,1230,129.15,50,Mobile Payments,TeleShop,1,14082,F,Not Married,Master,Salaried,149585,Pune,1
41934207291,January,Home and kitchen,Kitchen,1,603,603,63.315,50,Mobile Payments,TeleShop,2,137,M,Not Married,Master,Salaried,25199,Gurgaon,0
41945444111,January,Home and kitchen,Kitchen,5,238,1190,124.95,,Mobile Payments,Flagship store,5,6422,M,Married,PhD,Salaried,89360,Hyderabad,0
41998190363,January,Home and kitchen,Tools,2,594,1188,124.74,,Mobile Payments,Flagship store,5,19407,F,Not Married,PhD,Salaried,74087,Chennai,0
42028036693,January,Footwear,Kids,4,997,3988,418.74,200,Debit Card,TeleShop,5,7626,M,Married,Master,Self Employed,89304,Ahmedabad,0
42030957101,January,Footwear,Kids,5,594,1188,124.74,,Cash,Flagship store,1,8378,M,Not Married,PhD,Self Employed,65516,Kolkata,1
42041228340,January,Clothing,Mens,3,1187,3561,373.905,,Debit Card,Flagship store,1,11830,M,Not Married,PhD,Self Employed,14550,Hyderabad,0
42044278459,January,Bags,Mens,5,945,4725,496.125,,Debit Card,MBR,4,3862,F,Married,Graduation,Salaried,65108,New Delhi ,0
42101579005,January,Clothing,Mens,2,1047,2094,219.87,90,Credit Card,TeleShop,5,8325,M,Not Married,Graduation,Others,105680,Mumbai,0
42161496918,January,Footwear,Mens,3,1365,4095,429.975,200,Credit Card,TeleShop,4,3076,M,Married,Graduation,Self Employed,16273,Hyderabad,0
42212433680,January,Bags,Women,1,663,663,69.615,,Cash,MBR,4,5026,M,Married,Graduation,Others,9430,Chennai,0
42225426391,January,Books,Academic,1,1220,1220,128.1,50,Mobile Payments,e-Shop,4,9971,M,Not Married,Graduation,Salaried,44071,New Delhi ,0
42255136382,January,Footwear,Mens,4,841,3364,353.22,140,Debit Card,e-Shop,1,11151,M,Not Married,Graduation,Self Employed,23974,Vishakhapatnam,1
42276782131,January,Electronics,Cameras,2,592,1184,124.32,,Cash,MBR,5,7501,F,Not Married,Graduation,Salaried,43948,New Delhi ,0
42296036307,January,Clothing,Women,3,394,1182,124.11,,Mobile Payments,Flagship store,5,19274,F,Married,Graduation,Salaried,25819,Kolkata,0
42324045497,January,Clothing,Women,4,1095,4380,459.9,200,Credit Card,e-Shop,2,13068,F,Married,Others,Self Employed,63500,New Delhi ,1
42355788256,January,Books,Academic,2,467,934,98.07,50,Mobile Payments,TeleShop,3,14313,M,Not Married,Others,Others,80201,Bangalore,0
42384989119,January,Clothing,Women,4,1084,2168,227.64,90,Debit Card,e-Shop,1,1849,M,Married,Others,Self Employed,77160,Ahmedabad,1
42434369409,January,Footwear,Women,4,295,1180,123.9,50,Mobile Payments,e-Shop,5,14040,F,Married,PhD,Others,98913,Hyderabad,0
42529840892,January,Books,Academic,4,1479,5916,621.18,250,Credit Card,e-Shop,5,2750,F,Married,Others,Others,17939,Ahmedabad,0
42564788397,January,Books,DIY,4,1398,5592,587.16,250,Debit Card,e-Shop,2,17925,M,Not Married,PhD,Self Employed,43000,Ahmedabad,0
42599881813,January,Footwear,Mens,2,861,1722,180.81,90,Mobile Payments,e-Shop,1,4943,M,Not Married,Others,Others,25645,Vishakhapatnam,0
42637991442,January,Bags,Mens,4,1412,5648,593.04,250,Credit Card,e-Shop,5,16590,M,Not Married,PhD,Others,16374,Kolkata,0
42698062558,January,Home and kitchen,Tools,2,1085,2170,227.85,90,Credit Card,e-Shop,2,15052,M,Not Married,PhD,Others,64116,New Delhi ,0
42711619809,January,Books,DIY,5,336,1680,176.4,,Mobile Payments,MBR,5,857,F,Married,Others,Self Employed,117104,New Delhi ,0
